Metaphor,Image
Please join me as we work together to fight hunger in your community.,C:/DataSet/SNLI/ImagesTrain\image_62.jpg
Please join me as we work together to fight hunger in your community.,C:/DataSet/SNLI/ImagesTrain\image_63.jpg
The faculty meeting was a circus,C:/DataSet/SNLI/ImagesTrain\image_64.jpg
The faculty meeting was a circus,C:/DataSet/SNLI/ImagesTrain\image_65.jpg
The faculty meeting was a circus,C:/DataSet/SNLI/ImagesTrain\image_66.jpg
The faculty meeting was a circus,C:/DataSet/SNLI/ImagesTrain\image_67.jpg
The faculty meeting was a circus,C:/DataSet/SNLI/ImagesTrain\image_68.jpg
The faculty meeting was a circus,C:/DataSet/SNLI/ImagesTrain\image_69.jpg
The faculty meeting was a circus,C:/DataSet/SNLI/ImagesTrain\image_70.jpg
The faculty meeting was a circus,C:/DataSet/SNLI/ImagesTrain\image_71.jpg
The faculty meeting was a circus,C:/DataSet/SNLI/ImagesTrain\image_72.jpg
The faculty meeting was a circus,C:/DataSet/SNLI/ImagesTrain\image_73.jpg
The faculty meeting was a circus,C:/DataSet/SNLI/ImagesTrain\image_74.jpg
The faculty meeting was a circus,C:/DataSet/SNLI/ImagesTrain\image_75.jpg
The faculty meeting was a circus,C:/DataSet/SNLI/ImagesTrain\image_76.jpg
The faculty meeting was a circus,C:/DataSet/SNLI/ImagesTrain\image_77.jpg
The faculty meeting was a circus,C:/DataSet/SNLI/ImagesTrain\image_78.jpg
The faculty meeting was a circus,C:/DataSet/SNLI/ImagesTrain\image_79.jpg
back on jennifer or are you going out with michael ?,C:/DataSet/SNLI/ImagesTrain\image_80.jpg
back on jennifer or are you going out with michael ?,C:/DataSet/SNLI/ImagesTrain\image_81.jpg
back on jennifer or are you going out with michael ?,C:/DataSet/SNLI/ImagesTrain\image_82.jpg
back on jennifer or are you going out with michael ?,C:/DataSet/SNLI/ImagesTrain\image_83.jpg
She was like a timeless statue .,C:/DataSet/SNLI/ImagesTrain\image_84.jpg
She was like a timeless statue .,C:/DataSet/SNLI/ImagesTrain\image_85.jpg
She was like a timeless statue .,C:/DataSet/SNLI/ImagesTrain\image_86.jpg
She was like a timeless statue .,C:/DataSet/SNLI/ImagesTrain\image_87.jpg
"Because of this, all interstellar species evolved on gas giants and thought earth was like a barren wasteland.",C:/DataSet/SNLI/ImagesTrain\image_88.jpg
"Because of this, all interstellar species evolved on gas giants and thought earth was like a barren wasteland.",C:/DataSet/SNLI/ImagesTrain\image_89.jpg
"Her lips and nails were blue, her eyes were like a starless night",C:/DataSet/SNLI/ImagesTrain\image_90.jpg
"Her lips and nails were blue, her eyes were like a starless night",C:/DataSet/SNLI/ImagesTrain\image_91.jpg
"Her lips and nails were blue, her eyes were like a starless night",C:/DataSet/SNLI/ImagesTrain\image_92.jpg
"Her lips and nails were blue, her eyes were like a starless night",C:/DataSet/SNLI/ImagesTrain\image_93.jpg
"In fact, the assembly hall was now like a steam sauna",C:/DataSet/SNLI/ImagesTrain\image_94.jpg
"In fact, the assembly hall was now like a steam sauna",C:/DataSet/SNLI/ImagesTrain\image_95.jpg
She knew she was burning in shame.,C:/DataSet/SNLI/ImagesTrain\image_96.jpg
She knew she was burning in shame.,C:/DataSet/SNLI/ImagesTrain\image_97.jpg
She knew she was burning in shame.,C:/DataSet/SNLI/ImagesTrain\image_98.jpg
He downed three martinis before dinner.,C:/DataSet/SNLI/ImagesTrain\image_99.jpg
He downed three martinis before dinner.,C:/DataSet/SNLI/ImagesTrain\image_100.jpg
He downed three martinis before dinner.,C:/DataSet/SNLI/ImagesTrain\image_101.jpg
He downed three martinis before dinner.,C:/DataSet/SNLI/ImagesTrain\image_102.jpg
"Whenever the sun goes away, he stays up there keeping the magic like a sacred burning flame.",C:/DataSet/SNLI/ImagesTrain\image_103.jpg
"Whenever the sun goes away, he stays up there keeping the magic like a sacred burning flame.",C:/DataSet/SNLI/ImagesTrain\image_104.jpg
"Whenever the sun goes away, he stays up there keeping the magic like a sacred burning flame.",C:/DataSet/SNLI/ImagesTrain\image_105.jpg
"Whenever the sun goes away, he stays up there keeping the magic like a sacred burning flame.",C:/DataSet/SNLI/ImagesTrain\image_106.jpg
The book captured her imagination.,C:/DataSet/SNLI/ImagesTrain\image_107.jpg
The book captured her imagination.,C:/DataSet/SNLI/ImagesTrain\image_108.jpg
The book captured her imagination.,C:/DataSet/SNLI/ImagesTrain\image_109.jpg
The book captured her imagination.,C:/DataSet/SNLI/ImagesTrain\image_110.jpg
I'm sharp as a pillow,C:/DataSet/SNLI/ImagesTrain\image_111.jpg
I'm sharp as a pillow,C:/DataSet/SNLI/ImagesTrain\image_112.jpg
"This time, the word sprung from deep inside him like an avalanche.",C:/DataSet/SNLI/ImagesTrain\image_113.jpg
"This time, the word sprung from deep inside him like an avalanche.",C:/DataSet/SNLI/ImagesTrain\image_114.jpg
"This time, the word sprung from deep inside him like an avalanche.",C:/DataSet/SNLI/ImagesTrain\image_115.jpg
"This time, the word sprung from deep inside him like an avalanche.",C:/DataSet/SNLI/ImagesTrain\image_116.jpg
The place was packed and the tobacco smoke was like a london fog.,C:/DataSet/SNLI/ImagesTrain\image_117.jpg
The place was packed and the tobacco smoke was like a london fog.,C:/DataSet/SNLI/ImagesTrain\image_118.jpg
The place was packed and the tobacco smoke was like a london fog.,C:/DataSet/SNLI/ImagesTrain\image_119.jpg
The place was packed and the tobacco smoke was like a london fog.,C:/DataSet/SNLI/ImagesTrain\image_120.jpg
I swallow the anger down and force my voice to come out like a cheerleader on crack.,C:/DataSet/SNLI/ImagesTrain\image_121.jpg
I swallow the anger down and force my voice to come out like a cheerleader on crack.,C:/DataSet/SNLI/ImagesTrain\image_122.jpg
I swallow the anger down and force my voice to come out like a cheerleader on crack.,C:/DataSet/SNLI/ImagesTrain\image_123.jpg
I swallow the anger down and force my voice to come out like a cheerleader on crack.,C:/DataSet/SNLI/ImagesTrain\image_124.jpg
Still waters groove in the wind.,C:/DataSet/SNLI/ImagesTrain\image_125.jpg
Still waters groove in the wind.,C:/DataSet/SNLI/ImagesTrain\image_126.jpg
Still waters groove in the wind.,C:/DataSet/SNLI/ImagesTrain\image_127.jpg
Still waters groove in the wind.,C:/DataSet/SNLI/ImagesTrain\image_128.jpg
The air felt like a boiler room of an apartment building.,C:/DataSet/SNLI/ImagesTrain\image_129.jpg
His purplish head was a skull under the moon.,C:/DataSet/SNLI/ImagesTrain\image_130.jpg
His purplish head was a skull under the moon.,C:/DataSet/SNLI/ImagesTrain\image_131.jpg
His purplish head was a skull under the moon.,C:/DataSet/SNLI/ImagesTrain\image_132.jpg
His purplish head was a skull under the moon.,C:/DataSet/SNLI/ImagesTrain\image_133.jpg
His purplish head was a skull under the moon.,C:/DataSet/SNLI/ImagesTrain\image_134.jpg
His purplish head was a skull under the moon.,C:/DataSet/SNLI/ImagesTrain\image_135.jpg
His purplish head was a skull under the moon.,C:/DataSet/SNLI/ImagesTrain\image_136.jpg
His purplish head was a skull under the moon.,C:/DataSet/SNLI/ImagesTrain\image_137.jpg
His purplish head was a skull under the moon.,C:/DataSet/SNLI/ImagesTrain\image_138.jpg
His purplish head was a skull under the moon.,C:/DataSet/SNLI/ImagesTrain\image_139.jpg
His purplish head was a skull under the moon.,C:/DataSet/SNLI/ImagesTrain\image_140.jpg
His purplish head was a skull under the moon.,C:/DataSet/SNLI/ImagesTrain\image_141.jpg
His purplish head was a skull under the moon.,C:/DataSet/SNLI/ImagesTrain\image_142.jpg
His purplish head was a skull under the moon.,C:/DataSet/SNLI/ImagesTrain\image_143.jpg
His purplish head was a skull under the moon.,C:/DataSet/SNLI/ImagesTrain\image_144.jpg
His purplish head was a skull under the moon.,C:/DataSet/SNLI/ImagesTrain\image_145.jpg
He looked like a prowling animal .,C:/DataSet/SNLI/ImagesTrain\image_146.jpg
He looked like a prowling animal .,C:/DataSet/SNLI/ImagesTrain\image_147.jpg
He looked like a prowling animal .,C:/DataSet/SNLI/ImagesTrain\image_148.jpg
The kid was a brute and like a locomotive.,C:/DataSet/SNLI/ImagesTrain\image_149.jpg
The kid was a brute and like a locomotive.,C:/DataSet/SNLI/ImagesTrain\image_150.jpg
The kid was a brute and like a locomotive.,C:/DataSet/SNLI/ImagesTrain\image_151.jpg
The kid was a brute and like a locomotive.,C:/DataSet/SNLI/ImagesTrain\image_152.jpg
He fought as hard as an opossum,C:/DataSet/SNLI/ImagesTrain\image_153.jpg
He fought as hard as an opossum,C:/DataSet/SNLI/ImagesTrain\image_154.jpg
He fought as hard as an opossum,C:/DataSet/SNLI/ImagesTrain\image_155.jpg
He fought as hard as an opossum,C:/DataSet/SNLI/ImagesTrain\image_156.jpg
She said that she could smell infidelity from a mile.,C:/DataSet/SNLI/ImagesTrain\image_157.jpg
my soul was a lampless sea and she was the tempest,C:/DataSet/SNLI/ImagesTrain\image_158.jpg
my soul was a lampless sea and she was the tempest,C:/DataSet/SNLI/ImagesTrain\image_159.jpg
my soul was a lampless sea and she was the tempest,C:/DataSet/SNLI/ImagesTrain\image_160.jpg
my soul was a lampless sea and she was the tempest,C:/DataSet/SNLI/ImagesTrain\image_161.jpg
my soul was a lampless sea and she was the tempest,C:/DataSet/SNLI/ImagesTrain\image_162.jpg
my soul was a lampless sea and she was the tempest,C:/DataSet/SNLI/ImagesTrain\image_163.jpg
my soul was a lampless sea and she was the tempest,C:/DataSet/SNLI/ImagesTrain\image_164.jpg
my soul was a lampless sea and she was the tempest,C:/DataSet/SNLI/ImagesTrain\image_165.jpg
His body was twisted by leprosy.,C:/DataSet/SNLI/ImagesTrain\image_166.jpg
She was like a feral hunting beast .,C:/DataSet/SNLI/ImagesTrain\image_167.jpg
She was like a feral hunting beast .,C:/DataSet/SNLI/ImagesTrain\image_168.jpg
She was like a feral hunting beast .,C:/DataSet/SNLI/ImagesTrain\image_169.jpg
She was like a feral hunting beast .,C:/DataSet/SNLI/ImagesTrain\image_170.jpg
The roots of progress are in technological development.,C:/DataSet/SNLI/ImagesTrain\image_171.jpg
The roots of progress are in technological development.,C:/DataSet/SNLI/ImagesTrain\image_172.jpg
The roots of progress are in technological development.,C:/DataSet/SNLI/ImagesTrain\image_173.jpg
The roots of progress are in technological development.,C:/DataSet/SNLI/ImagesTrain\image_174.jpg
My face was like an empty plate .,C:/DataSet/SNLI/ImagesTrain\image_175.jpg
"If wits were pins, Andrew and Bill would be veritable hedgehogs.",C:/DataSet/SNLI/ImagesTrain\image_176.jpg
"If wits were pins, Andrew and Bill would be veritable hedgehogs.",C:/DataSet/SNLI/ImagesTrain\image_177.jpg
"If wits were pins, Andrew and Bill would be veritable hedgehogs.",C:/DataSet/SNLI/ImagesTrain\image_178.jpg
"If wits were pins, Andrew and Bill would be veritable hedgehogs.",C:/DataSet/SNLI/ImagesTrain\image_179.jpg
I was like an overworked donkey when kris got back home at spot-on ten to eight.,C:/DataSet/SNLI/ImagesTrain\image_180.jpg
I was like an overworked donkey when kris got back home at spot-on ten to eight.,C:/DataSet/SNLI/ImagesTrain\image_181.jpg
I was like an overworked donkey when kris got back home at spot-on ten to eight.,C:/DataSet/SNLI/ImagesTrain\image_182.jpg
I was like an overworked donkey when kris got back home at spot-on ten to eight.,C:/DataSet/SNLI/ImagesTrain\image_183.jpg
"Then rolling onto his own back, with joey clamped in front of him, he rendered the monster like an upturned tortoise.",C:/DataSet/SNLI/ImagesTrain\image_184.jpg
"Then rolling onto his own back, with joey clamped in front of him, he rendered the monster like an upturned tortoise.",C:/DataSet/SNLI/ImagesTrain\image_185.jpg
"Then rolling onto his own back, with joey clamped in front of him, he rendered the monster like an upturned tortoise.",C:/DataSet/SNLI/ImagesTrain\image_186.jpg
"Then rolling onto his own back, with joey clamped in front of him, he rendered the monster like an upturned tortoise.",C:/DataSet/SNLI/ImagesTrain\image_187.jpg
You decline but the man is like a buzzing killer bee.,C:/DataSet/SNLI/ImagesTrain\image_188.jpg
You decline but the man is like a buzzing killer bee.,C:/DataSet/SNLI/ImagesTrain\image_189.jpg
You decline but the man is like a buzzing killer bee.,C:/DataSet/SNLI/ImagesTrain\image_190.jpg
You decline but the man is like a buzzing killer bee.,C:/DataSet/SNLI/ImagesTrain\image_191.jpg
For a brief moment this week excitement filled the streets of both Havana and Miami.,C:/DataSet/SNLI/ImagesTrain\image_192.jpg
For a brief moment this week excitement filled the streets of both Havana and Miami.,C:/DataSet/SNLI/ImagesTrain\image_193.jpg
For a brief moment this week excitement filled the streets of both Havana and Miami.,C:/DataSet/SNLI/ImagesTrain\image_194.jpg
For a brief moment this week excitement filled the streets of both Havana and Miami.,C:/DataSet/SNLI/ImagesTrain\image_195.jpg
For a brief moment this week excitement filled the streets of both Havana and Miami.,C:/DataSet/SNLI/ImagesTrain\image_196.jpg
For a brief moment this week excitement filled the streets of both Havana and Miami.,C:/DataSet/SNLI/ImagesTrain\image_197.jpg
For a brief moment this week excitement filled the streets of both Havana and Miami.,C:/DataSet/SNLI/ImagesTrain\image_198.jpg
For a brief moment this week excitement filled the streets of both Havana and Miami.,C:/DataSet/SNLI/ImagesTrain\image_199.jpg
For a brief moment this week excitement filled the streets of both Havana and Miami.,C:/DataSet/SNLI/ImagesTrain\image_200.jpg
For a brief moment this week excitement filled the streets of both Havana and Miami.,C:/DataSet/SNLI/ImagesTrain\image_201.jpg
For a brief moment this week excitement filled the streets of both Havana and Miami.,C:/DataSet/SNLI/ImagesTrain\image_202.jpg
For a brief moment this week excitement filled the streets of both Havana and Miami.,C:/DataSet/SNLI/ImagesTrain\image_203.jpg
After working two years for the company she was burned out,C:/DataSet/SNLI/ImagesTrain\image_204.jpg
After working two years for the company she was burned out,C:/DataSet/SNLI/ImagesTrain\image_205.jpg
After working two years for the company she was burned out,C:/DataSet/SNLI/ImagesTrain\image_206.jpg
After working two years for the company she was burned out,C:/DataSet/SNLI/ImagesTrain\image_207.jpg
After working two years for the company she was burned out,C:/DataSet/SNLI/ImagesTrain\image_208.jpg
After working two years for the company she was burned out,C:/DataSet/SNLI/ImagesTrain\image_209.jpg
After working two years for the company she was burned out,C:/DataSet/SNLI/ImagesTrain\image_210.jpg
After working two years for the company she was burned out,C:/DataSet/SNLI/ImagesTrain\image_211.jpg
After working two years for the company she was burned out,C:/DataSet/SNLI/ImagesTrain\image_212.jpg
After working two years for the company she was burned out,C:/DataSet/SNLI/ImagesTrain\image_213.jpg
After working two years for the company she was burned out,C:/DataSet/SNLI/ImagesTrain\image_214.jpg
After working two years for the company she was burned out,C:/DataSet/SNLI/ImagesTrain\image_215.jpg
We streamed money into the education of our children.,C:/DataSet/SNLI/ImagesTrain\image_216.jpg
We streamed money into the education of our children.,C:/DataSet/SNLI/ImagesTrain\image_217.jpg
We streamed money into the education of our children.,C:/DataSet/SNLI/ImagesTrain\image_218.jpg
We streamed money into the education of our children.,C:/DataSet/SNLI/ImagesTrain\image_219.jpg
The mountain was quilted with snow.,C:/DataSet/SNLI/ImagesTrain\image_220.jpg
The mountain was quilted with snow.,C:/DataSet/SNLI/ImagesTrain\image_221.jpg
The mountain was quilted with snow.,C:/DataSet/SNLI/ImagesTrain\image_222.jpg
The mountain was quilted with snow.,C:/DataSet/SNLI/ImagesTrain\image_223.jpg
Time flies,C:/DataSet/SNLI/ImagesTrain\image_224.jpg
Time flies,C:/DataSet/SNLI/ImagesTrain\image_225.jpg
Time flies,C:/DataSet/SNLI/ImagesTrain\image_226.jpg
Time flies,C:/DataSet/SNLI/ImagesTrain\image_227.jpg
Time flies,C:/DataSet/SNLI/ImagesTrain\image_228.jpg
Time flies,C:/DataSet/SNLI/ImagesTrain\image_229.jpg
Time flies,C:/DataSet/SNLI/ImagesTrain\image_230.jpg
Time flies,C:/DataSet/SNLI/ImagesTrain\image_231.jpg
Time flies,C:/DataSet/SNLI/ImagesTrain\image_232.jpg
Time flies,C:/DataSet/SNLI/ImagesTrain\image_233.jpg
Time flies,C:/DataSet/SNLI/ImagesTrain\image_234.jpg
Time flies,C:/DataSet/SNLI/ImagesTrain\image_235.jpg
Time flies,C:/DataSet/SNLI/ImagesTrain\image_236.jpg
Time flies,C:/DataSet/SNLI/ImagesTrain\image_237.jpg
Time flies,C:/DataSet/SNLI/ImagesTrain\image_238.jpg
Time flies,C:/DataSet/SNLI/ImagesTrain\image_239.jpg
Your guardian angel is just a little too much like a kid on Christmas morning.,C:/DataSet/SNLI/ImagesTrain\image_240.jpg
Your guardian angel is just a little too much like a kid on Christmas morning.,C:/DataSet/SNLI/ImagesTrain\image_241.jpg
Your guardian angel is just a little too much like a kid on Christmas morning.,C:/DataSet/SNLI/ImagesTrain\image_242.jpg
Your guardian angel is just a little too much like a kid on Christmas morning.,C:/DataSet/SNLI/ImagesTrain\image_243.jpg
The moon glared back at itself from the lake's surface.,C:/DataSet/SNLI/ImagesTrain\image_244.jpg
The moon glared back at itself from the lake's surface.,C:/DataSet/SNLI/ImagesTrain\image_245.jpg
The moon glared back at itself from the lake's surface.,C:/DataSet/SNLI/ImagesTrain\image_246.jpg
The moon glared back at itself from the lake's surface.,C:/DataSet/SNLI/ImagesTrain\image_247.jpg
How she'd looked like a porcelain vase.,C:/DataSet/SNLI/ImagesTrain\image_248.jpg
How she'd looked like a porcelain vase.,C:/DataSet/SNLI/ImagesTrain\image_249.jpg
Envy eats away at your soul.,C:/DataSet/SNLI/ImagesTrain\image_250.jpg
Envy eats away at your soul.,C:/DataSet/SNLI/ImagesTrain\image_251.jpg
Envy eats away at your soul.,C:/DataSet/SNLI/ImagesTrain\image_252.jpg
Envy eats away at your soul.,C:/DataSet/SNLI/ImagesTrain\image_253.jpg
Envy eats away at your soul.,C:/DataSet/SNLI/ImagesTrain\image_254.jpg
Envy eats away at your soul.,C:/DataSet/SNLI/ImagesTrain\image_255.jpg
Envy eats away at your soul.,C:/DataSet/SNLI/ImagesTrain\image_256.jpg
Envy eats away at your soul.,C:/DataSet/SNLI/ImagesTrain\image_257.jpg
Envy eats away at your soul.,C:/DataSet/SNLI/ImagesTrain\image_258.jpg
Envy eats away at your soul.,C:/DataSet/SNLI/ImagesTrain\image_259.jpg
Envy eats away at your soul.,C:/DataSet/SNLI/ImagesTrain\image_260.jpg
Envy eats away at your soul.,C:/DataSet/SNLI/ImagesTrain\image_261.jpg
He was worried they might spill everything about him,C:/DataSet/SNLI/ImagesTrain\image_262.jpg
He was worried they might spill everything about him,C:/DataSet/SNLI/ImagesTrain\image_263.jpg
He was worried they might spill everything about him,C:/DataSet/SNLI/ImagesTrain\image_264.jpg
He was worried they might spill everything about him,C:/DataSet/SNLI/ImagesTrain\image_265.jpg
He was worried they might spill everything about him,C:/DataSet/SNLI/ImagesTrain\image_266.jpg
He was worried they might spill everything about him,C:/DataSet/SNLI/ImagesTrain\image_267.jpg
He was worried they might spill everything about him,C:/DataSet/SNLI/ImagesTrain\image_268.jpg
He was worried they might spill everything about him,C:/DataSet/SNLI/ImagesTrain\image_269.jpg
He was worried they might spill everything about him,C:/DataSet/SNLI/ImagesTrain\image_270.jpg
He was worried they might spill everything about him,C:/DataSet/SNLI/ImagesTrain\image_271.jpg
He was worried they might spill everything about him,C:/DataSet/SNLI/ImagesTrain\image_272.jpg
He was worried they might spill everything about him,C:/DataSet/SNLI/ImagesTrain\image_273.jpg
He was worried they might spill everything about him,C:/DataSet/SNLI/ImagesTrain\image_274.jpg
He was worried they might spill everything about him,C:/DataSet/SNLI/ImagesTrain\image_275.jpg
He was worried they might spill everything about him,C:/DataSet/SNLI/ImagesTrain\image_276.jpg
He was worried they might spill everything about him,C:/DataSet/SNLI/ImagesTrain\image_277.jpg
Their sudden appearance in the farmhouse was like a gust of arctic wind.,C:/DataSet/SNLI/ImagesTrain\image_278.jpg
Their sudden appearance in the farmhouse was like a gust of arctic wind.,C:/DataSet/SNLI/ImagesTrain\image_279.jpg
Am I supposed to swallow that story?,C:/DataSet/SNLI/ImagesTrain\image_280.jpg
Am I supposed to swallow that story?,C:/DataSet/SNLI/ImagesTrain\image_281.jpg
Am I supposed to swallow that story?,C:/DataSet/SNLI/ImagesTrain\image_282.jpg
He was like a schoolboy out on his first date.,C:/DataSet/SNLI/ImagesTrain\image_283.jpg
He was like a schoolboy out on his first date.,C:/DataSet/SNLI/ImagesTrain\image_284.jpg
He looks like a sea urchin.,C:/DataSet/SNLI/ImagesTrain\image_285.jpg
He looks like a sea urchin.,C:/DataSet/SNLI/ImagesTrain\image_286.jpg
He looks like a sea urchin.,C:/DataSet/SNLI/ImagesTrain\image_287.jpg
He looks like a sea urchin.,C:/DataSet/SNLI/ImagesTrain\image_288.jpg
"He stands like a perfect marbled statue, never once looking away from me.",C:/DataSet/SNLI/ImagesTrain\image_289.jpg
"He stands like a perfect marbled statue, never once looking away from me.",C:/DataSet/SNLI/ImagesTrain\image_290.jpg
"He stands like a perfect marbled statue, never once looking away from me.",C:/DataSet/SNLI/ImagesTrain\image_291.jpg
"He stands like a perfect marbled statue, never once looking away from me.",C:/DataSet/SNLI/ImagesTrain\image_292.jpg
She did not realize that opportunity was waltzing at her door.,C:/DataSet/SNLI/ImagesTrain\image_293.jpg
She did not realize that opportunity was waltzing at her door.,C:/DataSet/SNLI/ImagesTrain\image_294.jpg
She did not realize that opportunity was waltzing at her door.,C:/DataSet/SNLI/ImagesTrain\image_295.jpg
She did not realize that opportunity was waltzing at her door.,C:/DataSet/SNLI/ImagesTrain\image_296.jpg
Seems to be wide awake could of got up.,C:/DataSet/SNLI/ImagesTrain\image_297.jpg
Seems to be wide awake could of got up.,C:/DataSet/SNLI/ImagesTrain\image_298.jpg
Seems to be wide awake could of got up.,C:/DataSet/SNLI/ImagesTrain\image_299.jpg
Seems to be wide awake could of got up.,C:/DataSet/SNLI/ImagesTrain\image_300.jpg
